SN no,Tour Place,Tour Package,Best Hotels,Nearest Resturant
0,Munnar,"'Munnar, Alleppey, Kovalam', '₹ 18,900*', '4 Nights / 5 Days'","1. Chandys Drizzle Drops - Munnar Top Station-₹23,540 onwards, 2. The Windy Mist Resort Munnar-₹5,078 onwards, 3. The Mudhouse Marayoor-₹8,000 onwards, 4. Sitaram Mountain Retreat-Enter dates\nto see price, 5. Munnar Ice Queen Resorts-₹3,500 onwards, 6. Pleasant Hill Resort-₹4,000 onwards, 7. Chandys Windy Woods Munnar-₹11,000 onwards, 8. Sprise Munnar Resort and Spa-₹6,500 onwards, 9. Windermere Estate-₹12,000 onwards, 10. The Wild Trails Munnar Resort-₹10,400 onwards, 11. The Panoramic Getaway-₹9,200 onwards, 12. Blanket Hotel & Spa-₹10,000 onwards, 13. The Tall Trees Munnar-₹8,396 onwards, 14. OYO Flagship 81098 Nature Blues-₹622 onwards, 15. Edens Munnar-₹3,185 onwards, 16. Misty Range Resorts-₹5,000 onwards, 17. Riverbench Homestay Munnar, Anaviratty-₹2,000 onwards, 18. Flower Valley Plantation Homestay-₹3,980 onwards, 19. Blackberry Hills Munnar- Nature Resort & Spa-₹8,000 onwards, 20. Chithirapuram Palace-₹3,150 onwards, 21. The Nirvana Resort Munnar-₹4,750 onwards, 22. Treebo Trend The Hazeberg Munnar With Mountain View-₹4,580 onwards, 23. Maliyeckal Homestay-₹1,440 onwards, 24. Thoppil Homestay Munnar-₹2,200 onwards, 25. Grace Inn Munnar Homestay-₹3,000 onwards, 26. Elephant Passage-₹7,499 onwards, 27. Grand Plaza-₹5,250 onwards, 28. The Leaf Munnar-₹6,949 onwards, 29. The Fog Munnar (Resort & Spa)-₹5,810 onwards, 30. Haze and Kites Resort Munnar-₹9,333 onwards, 31. Zenha Resorts-₹3,500 onwards, 32. Spicetree Munnar-Enter dates\nto see price, 33. The Cliff Resort, Munnar-₹4,500 onwards, 34. Lakezone Holiday Resort-₹2,700 onwards, 35. Skylark Holidays Premium Chinnakkanal Munnar-₹3,799 onwards, 36. Fab Valley Homestay-₹2,000 onwards, ""37. Nandanas Residency Munnar-₹7,500 onwards"", 38. Kurinji Wanderlust Resort Munnar-₹1,999 onwards, 39. K Mansion-₹850 onwards, ""40. Scevas Garden Home-Enter dates\nto see price"", 41. Pepper county farm stay-₹1,980 onwards, 42. View Valley Homestay-₹1,700 onwards, 43. Green Valley Vista-₹3,150 onwards, 44. Amber Dale Luxury Hotel & Spa, Munnar-₹8,555 onwards, 45. Rivulet Resort-₹8,550 onwards, 46. Fragrant Nature Munnar-₹11,000 onwards, 47. The Siena Village-₹5,500 onwards, 48. Deshadan Eco Valley Resort - An Eco friendly Mud House-Enter dates\nto see price, 49. Mistletoe Homestay & Cafe-₹11,000 onwards, 50. WinterHome homestay-₹2,279 onwards","1. Copper Castle - Restaurant, 2. SN Restaurant, 3. Sree Mahaveer Bhojanalaya, 4. Taste the Brews, 5. Saravana Bhavan, 6. Eastend, 7. DTPC Food Court, 8. Ali Baba & 41 Dishes"
1,Munnar,"'Munnar, Thekkady, Alleppey', '₹ 19,000*', '4 Nights / 5 Days'","1. Chandys Drizzle Drops - Munnar Top Station-₹23,540 onwards, 2. The Windy Mist Resort Munnar-₹5,078 onwards, 3. The Mudhouse Marayoor-₹8,000 onwards, 4. Sitaram Mountain Retreat-Enter dates\nto see price, 5. Munnar Ice Queen Resorts-₹3,500 onwards, 6. Pleasant Hill Resort-₹4,000 onwards, 7. Chandys Windy Woods Munnar-₹11,000 onwards, 8. Sprise Munnar Resort and Spa-₹6,500 onwards, 9. Windermere Estate-₹12,000 onwards, 10. The Wild Trails Munnar Resort-₹10,400 onwards, 11. The Panoramic Getaway-₹9,200 onwards, 12. Blanket Hotel & Spa-₹10,000 onwards, 13. The Tall Trees Munnar-₹8,396 onwards, 14. OYO Flagship 81098 Nature Blues-₹622 onwards, 15. Edens Munnar-₹3,185 onwards, 16. Misty Range Resorts-₹5,000 onwards, 17. Riverbench Homestay Munnar, Anaviratty-₹2,000 onwards, 18. Flower Valley Plantation Homestay-₹3,980 onwards, 19. Blackberry Hills Munnar- Nature Resort & Spa-₹8,000 onwards, 20. Chithirapuram Palace-₹3,150 onwards, 21. The Nirvana Resort Munnar-₹4,750 onwards, 22. Treebo Trend The Hazeberg Munnar With Mountain View-₹4,580 onwards, 23. Maliyeckal Homestay-₹1,440 onwards, 24. Thoppil Homestay Munnar-₹2,200 onwards, 25. Grace Inn Munnar Homestay-₹3,000 onwards, 26. Elephant Passage-₹7,499 onwards, 27. Grand Plaza-₹5,250 onwards, 28. The Leaf Munnar-₹6,949 onwards, 29. The Fog Munnar (Resort & Spa)-₹5,810 onwards, 30. Haze and Kites Resort Munnar-₹9,333 onwards, 31. Zenha Resorts-₹3,500 onwards, 32. Spicetree Munnar-Enter dates\nto see price, 33. The Cliff Resort, Munnar-₹4,500 onwards, 34. Lakezone Holiday Resort-₹2,700 onwards, 35. Skylark Holidays Premium Chinnakkanal Munnar-₹3,799 onwards, 36. Fab Valley Homestay-₹2,000 onwards, ""37. Nandanas Residency Munnar-₹7,500 onwards"", 38. Kurinji Wanderlust Resort Munnar-₹1,999 onwards, 39. K Mansion-₹850 onwards, ""40. Scevas Garden Home-Enter dates\nto see price"", 41. Pepper county farm stay-₹1,980 onwards, 42. View Valley Homestay-₹1,700 onwards, 43. Green Valley Vista-₹3,150 onwards, 44. Amber Dale Luxury Hotel & Spa, Munnar-₹8,555 onwards, 45. Rivulet Resort-₹8,550 onwards, 46. Fragrant Nature Munnar-₹11,000 onwards, 47. The Siena Village-₹5,500 onwards, 48. Deshadan Eco Valley Resort - An Eco friendly Mud House-Enter dates\nto see price, 49. Mistletoe Homestay & Cafe-₹11,000 onwards, 50. WinterHome homestay-₹2,279 onwards","1. Copper Castle - Restaurant, 2. SN Restaurant, 3. Sree Mahaveer Bhojanalaya, 4. Taste the Brews, 5. Saravana Bhavan, 6. Eastend, 7. DTPC Food Court, 8. Ali Baba & 41 Dishes"
2,Munnar,"'Kochi, Munnar, Alleppey', '₹ 14,300*', '3 Nights / 4 Days'","1. Chandys Drizzle Drops - Munnar Top Station-₹23,540 onwards, 2. The Windy Mist Resort Munnar-₹5,078 onwards, 3. The Mudhouse Marayoor-₹8,000 onwards, 4. Sitaram Mountain Retreat-Enter dates\nto see price, 5. Munnar Ice Queen Resorts-₹3,500 onwards, 6. Pleasant Hill Resort-₹4,000 onwards, 7. Chandys Windy Woods Munnar-₹11,000 onwards, 8. Sprise Munnar Resort and Spa-₹6,500 onwards, 9. Windermere Estate-₹12,000 onwards, 10. The Wild Trails Munnar Resort-₹10,400 onwards, 11. The Panoramic Getaway-₹9,200 onwards, 12. Blanket Hotel & Spa-₹10,000 onwards, 13. The Tall Trees Munnar-₹8,396 onwards, 14. OYO Flagship 81098 Nature Blues-₹622 onwards, 15. Edens Munnar-₹3,185 onwards, 16. Misty Range Resorts-₹5,000 onwards, 17. Riverbench Homestay Munnar, Anaviratty-₹2,000 onwards, 18. Flower Valley Plantation Homestay-₹3,980 onwards, 19. Blackberry Hills Munnar- Nature Resort & Spa-₹8,000 onwards, 20. Chithirapuram Palace-₹3,150 onwards, 21. The Nirvana Resort Munnar-₹4,750 onwards, 22. Treebo Trend The Hazeberg Munnar With Mountain View-₹4,580 onwards, 23. Maliyeckal Homestay-₹1,440 onwards, 24. Thoppil Homestay Munnar-₹2,200 onwards, 25. Grace Inn Munnar Homestay-₹3,000 onwards, 26. Elephant Passage-₹7,499 onwards, 27. Grand Plaza-₹5,250 onwards, 28. The Leaf Munnar-₹6,949 onwards, 29. The Fog Munnar (Resort & Spa)-₹5,810 onwards, 30. Haze and Kites Resort Munnar-₹9,333 onwards, 31. Zenha Resorts-₹3,500 onwards, 32. Spicetree Munnar-Enter dates\nto see price, 33. The Cliff Resort, Munnar-₹4,500 onwards, 34. Lakezone Holiday Resort-₹2,700 onwards, 35. Skylark Holidays Premium Chinnakkanal Munnar-₹3,799 onwards, 36. Fab Valley Homestay-₹2,000 onwards, ""37. Nandanas Residency Munnar-₹7,500 onwards"", 38. Kurinji Wanderlust Resort Munnar-₹1,999 onwards, 39. K Mansion-₹850 onwards, ""40. Scevas Garden Home-Enter dates\nto see price"", 41. Pepper county farm stay-₹1,980 onwards, 42. View Valley Homestay-₹1,700 onwards, 43. Green Valley Vista-₹3,150 onwards, 44. Amber Dale Luxury Hotel & Spa, Munnar-₹8,555 onwards, 45. Rivulet Resort-₹8,550 onwards, 46. Fragrant Nature Munnar-₹11,000 onwards, 47. The Siena Village-₹5,500 onwards, 48. Deshadan Eco Valley Resort - An Eco friendly Mud House-Enter dates\nto see price, 49. Mistletoe Homestay & Cafe-₹11,000 onwards, 50. WinterHome homestay-₹2,279 onwards","1. Copper Castle - Restaurant, 2. SN Restaurant, 3. Sree Mahaveer Bhojanalaya, 4. Taste the Brews, 5. Saravana Bhavan, 6. Eastend, 7. DTPC Food Court, 8. Ali Baba & 41 Dishes"
3,Munnar,"'Munnar, Alleppey', '₹ 12,900*', '3 Nights / 4 Days'","1. Chandys Drizzle Drops - Munnar Top Station-₹23,540 onwards, 2. The Windy Mist Resort Munnar-₹5,078 onwards, 3. The Mudhouse Marayoor-₹8,000 onwards, 4. Sitaram Mountain Retreat-Enter dates\nto see price, 5. Munnar Ice Queen Resorts-₹3,500 onwards, 6. Pleasant Hill Resort-₹4,000 onwards, 7. Chandys Windy Woods Munnar-₹11,000 onwards, 8. Sprise Munnar Resort and Spa-₹6,500 onwards, 9. Windermere Estate-₹12,000 onwards, 10. The Wild Trails Munnar Resort-₹10,400 onwards, 11. The Panoramic Getaway-₹9,200 onwards, 12. Blanket Hotel & Spa-₹10,000 onwards, 13. The Tall Trees Munnar-₹8,396 onwards, 14. OYO Flagship 81098 Nature Blues-₹622 onwards, 15. Edens Munnar-₹3,185 onwards, 16. Misty Range Resorts-₹5,000 onwards, 17. Riverbench Homestay Munnar, Anaviratty-₹2,000 onwards, 18. Flower Valley Plantation Homestay-₹3,980 onwards, 19. Blackberry Hills Munnar- Nature Resort & Spa-₹8,000 onwards, 20. Chithirapuram Palace-₹3,150 onwards, 21. The Nirvana Resort Munnar-₹4,750 onwards, 22. Treebo Trend The Hazeberg Munnar With Mountain View-₹4,580 onwards, 23. Maliyeckal Homestay-₹1,440 onwards, 24. Thoppil Homestay Munnar-₹2,200 onwards, 25. Grace Inn Munnar Homestay-₹3,000 onwards, 26. Elephant Passage-₹7,499 onwards, 27. Grand Plaza-₹5,250 onwards, 28. The Leaf Munnar-₹6,949 onwards, 29. The Fog Munnar (Resort & Spa)-₹5,810 onwards, 30. Haze and Kites Resort Munnar-₹9,333 onwards, 31. Zenha Resorts-₹3,500 onwards, 32. Spicetree Munnar-Enter dates\nto see price, 33. The Cliff Resort, Munnar-₹4,500 onwards, 34. Lakezone Holiday Resort-₹2,700 onwards, 35. Skylark Holidays Premium Chinnakkanal Munnar-₹3,799 onwards, 36. Fab Valley Homestay-₹2,000 onwards, ""37. Nandanas Residency Munnar-₹7,500 onwards"", 38. Kurinji Wanderlust Resort Munnar-₹1,999 onwards, 39. K Mansion-₹850 onwards, ""40. Scevas Garden Home-Enter dates\nto see price"", 41. Pepper county farm stay-₹1,980 onwards, 42. View Valley Homestay-₹1,700 onwards, 43. Green Valley Vista-₹3,150 onwards, 44. Amber Dale Luxury Hotel & Spa, Munnar-₹8,555 onwards, 45. Rivulet Resort-₹8,550 onwards, 46. Fragrant Nature Munnar-₹11,000 onwards, 47. The Siena Village-₹5,500 onwards, 48. Deshadan Eco Valley Resort - An Eco friendly Mud House-Enter dates\nto see price, 49. Mistletoe Homestay & Cafe-₹11,000 onwards, 50. WinterHome homestay-₹2,279 onwards","1. Copper Castle - Restaurant, 2. SN Restaurant, 3. Sree Mahaveer Bhojanalaya, 4. Taste the Brews, 5. Saravana Bhavan, 6. Eastend, 7. DTPC Food Court, 8. Ali Baba & 41 Dishes"
4,Munnar,"'Munnar, Thekkady, Kovalam, Kanyakumari, Alleppey', '₹ 28,700*', '7 Nights / 8 Days']]","1. Chandys Drizzle Drops - Munnar Top Station-₹23,540 onwards, 2. The Windy Mist Resort Munnar-₹5,078 onwards, 3. The Mudhouse Marayoor-₹8,000 onwards, 4. Sitaram Mountain Retreat-Enter dates\nto see price, 5. Munnar Ice Queen Resorts-₹3,500 onwards, 6. Pleasant Hill Resort-₹4,000 onwards, 7. Chandys Windy Woods Munnar-₹11,000 onwards, 8. Sprise Munnar Resort and Spa-₹6,500 onwards, 9. Windermere Estate-₹12,000 onwards, 10. The Wild Trails Munnar Resort-₹10,400 onwards, 11. The Panoramic Getaway-₹9,200 onwards, 12. Blanket Hotel & Spa-₹10,000 onwards, 13. The Tall Trees Munnar-₹8,396 onwards, 14. OYO Flagship 81098 Nature Blues-₹622 onwards, 15. Edens Munnar-₹3,185 onwards, 16. Misty Range Resorts-₹5,000 onwards, 17. Riverbench Homestay Munnar, Anaviratty-₹2,000 onwards, 18. Flower Valley Plantation Homestay-₹3,980 onwards, 19. Blackberry Hills Munnar- Nature Resort & Spa-₹8,000 onwards, 20. Chithirapuram Palace-₹3,150 onwards, 21. The Nirvana Resort Munnar-₹4,750 onwards, 22. Treebo Trend The Hazeberg Munnar With Mountain View-₹4,580 onwards, 23. Maliyeckal Homestay-₹1,440 onwards, 24. Thoppil Homestay Munnar-₹2,200 onwards, 25. Grace Inn Munnar Homestay-₹3,000 onwards, 26. Elephant Passage-₹7,499 onwards, 27. Grand Plaza-₹5,250 onwards, 28. The Leaf Munnar-₹6,949 onwards, 29. The Fog Munnar (Resort & Spa)-₹5,810 onwards, 30. Haze and Kites Resort Munnar-₹9,333 onwards, 31. Zenha Resorts-₹3,500 onwards, 32. Spicetree Munnar-Enter dates\nto see price, 33. The Cliff Resort, Munnar-₹4,500 onwards, 34. Lakezone Holiday Resort-₹2,700 onwards, 35. Skylark Holidays Premium Chinnakkanal Munnar-₹3,799 onwards, 36. Fab Valley Homestay-₹2,000 onwards, ""37. Nandanas Residency Munnar-₹7,500 onwards"", 38. Kurinji Wanderlust Resort Munnar-₹1,999 onwards, 39. K Mansion-₹850 onwards, ""40. Scevas Garden Home-Enter dates\nto see price"", 41. Pepper county farm stay-₹1,980 onwards, 42. View Valley Homestay-₹1,700 onwards, 43. Green Valley Vista-₹3,150 onwards, 44. Amber Dale Luxury Hotel & Spa, Munnar-₹8,555 onwards, 45. Rivulet Resort-₹8,550 onwards, 46. Fragrant Nature Munnar-₹11,000 onwards, 47. The Siena Village-₹5,500 onwards, 48. Deshadan Eco Valley Resort - An Eco friendly Mud House-Enter dates\nto see price, 49. Mistletoe Homestay & Cafe-₹11,000 onwards, 50. WinterHome homestay-₹2,279 onwards","1. Copper Castle - Restaurant, 2. SN Restaurant, 3. Sree Mahaveer Bhojanalaya, 4. Taste the Brews, 5. Saravana Bhavan, 6. Eastend, 7. DTPC Food Court, 8. Ali Baba & 41 Dishes"
5,Alleppey,"'Alleppey, Munnar', '₹ 11,500*', '2 Nights / 3 Days'","1. Alleppey Beach Garden-₹4,880 onwards, 2. Marari Beach Bungalow-₹9,630 onwards, 3. Flamingo Boutique Villa-₹7,499 onwards, 4. Lemon Dew Beach House-₹1,200 onwards, 5. Ameya Kerala-₹9,915 onwards, 6. Marari Beach Resort - CGH Earth-₹21,779 onwards, 7. Bamboo Lagoon Backwater Front Resort-₹4,000 onwards, 8. Venice Premium Houseboats Alleppey-₹4,450 onwards, 9. Casa Orchid-₹2,000 onwards, 10. Marari Green Villas-₹4,950 onwards, 11. Kalappura Houseboats & Tours-₹15,000 onwards, 12. Snehatheeram Homestay-₹1,800 onwards, 13. Venice Iva Residency-₹2,600 onwards, 14. Alleppey Haven Beach Villa-₹4,900 onwards, 15. Marari Nest Beach Homestay-₹2,800 onwards, 16. Bella Beach Villa-₹1,000 onwards, 17. Marari Coastal Dreams Home Stay-₹1,500 onwards, 18. Beachcampers only for backpackers-₹300 onwards, 19. Venitia Homestay-₹1,289 onwards, 20. Oceana Hills Residency-₹2,088 onwards, 21. Abad Turtle Beach-₹12,500 onwards, ""22. Marari Xaviers Inn-₹2,660 onwards"", 23. Marari PeterLand-₹1,650 onwards, 24. Marari Babu Homestay-₹1,800 onwards, 25. Asthamaya Beach Homestay-₹3,200 onwards, 26. Telma Beach Homestay-₹1,490 onwards, 27. The Mayflower - Heritage Villa-₹4,500 onwards, 28. Marari Ebin Charlys-₹2,000 onwards, 29. Shalom Beach Residency-₹1,699 onwards, 30. Treebo Tryst Vahada-₹3,006 onwards, ""31. Johnsons Homestay - Ecohouseboat-₹1,310 onwards"", 32. Neela Waters - Beach Home-₹2,500 onwards, 33. Spice Coast Cruises Aleppy - Houseboat-₹25,338 onwards, 34. Marari Adonis Beach Villa-₹2,500 onwards, 35. Xandari Pearl Beach Resort-₹17,000 onwards, 36. Orchid Lake View Homestay-₹2,600 onwards, 37. Xandari Riverscapes-₹38,500 onwards, 38. Marari Nadiya-₹1,500 onwards, 39. Peacock Villa Marari-₹2,500 onwards, 40. Malayalam Lake Resort-₹2,188 onwards, 41. Punnamada Resort-₹7,500 onwards, 42. Kalappura Homestay-₹1,000 onwards, 43. Why Not Houseboat-₹21,000 onwards, ""44. Noels beach homestay-₹2,200 onwards"", 45. Keralan Homestay-₹1,200 onwards, 46. Marari Beach House-₹1,800 onwards, 47. Sunsets and Palm Trees-₹12,500 onwards, 48. Marari Secret Beach Yoga Homestay-₹1,500 onwards, 49. Collection O 81237 Remanso Resort-Enter dates\nto see price, 50. Azure Tides Marari-₹13,500 onwards","1. Kream Korner, 2. Royal Park Hotel, 3. Cafe Katamaran, 4. Thaff, 5. Chakara, 6. Royale Chimney, 7. Le Coffee Time, 8. Halais, 9. Cochin Majlis, 10. Vembanad Restaurant, 11. Harbour Restaurant, 12. Mushroom, 13. Dreamers"
6,Alleppey,"'Munnar, Thekkady, Alleppey', '₹ 19,000*', '4 Nights / 5 Days'","1. Alleppey Beach Garden-₹4,880 onwards, 2. Marari Beach Bungalow-₹9,630 onwards, 3. Flamingo Boutique Villa-₹7,499 onwards, 4. Lemon Dew Beach House-₹1,200 onwards, 5. Ameya Kerala-₹9,915 onwards, 6. Marari Beach Resort - CGH Earth-₹21,779 onwards, 7. Bamboo Lagoon Backwater Front Resort-₹4,000 onwards, 8. Venice Premium Houseboats Alleppey-₹4,450 onwards, 9. Casa Orchid-₹2,000 onwards, 10. Marari Green Villas-₹4,950 onwards, 11. Kalappura Houseboats & Tours-₹15,000 onwards, 12. Snehatheeram Homestay-₹1,800 onwards, 13. Venice Iva Residency-₹2,600 onwards, 14. Alleppey Haven Beach Villa-₹4,900 onwards, 15. Marari Nest Beach Homestay-₹2,800 onwards, 16. Bella Beach Villa-₹1,000 onwards, 17. Marari Coastal Dreams Home Stay-₹1,500 onwards, 18. Beachcampers only for backpackers-₹300 onwards, 19. Venitia Homestay-₹1,289 onwards, 20. Oceana Hills Residency-₹2,088 onwards, 21. Abad Turtle Beach-₹12,500 onwards, ""22. Marari Xaviers Inn-₹2,660 onwards"", 23. Marari PeterLand-₹1,650 onwards, 24. Marari Babu Homestay-₹1,800 onwards, 25. Asthamaya Beach Homestay-₹3,200 onwards, 26. Telma Beach Homestay-₹1,490 onwards, 27. The Mayflower - Heritage Villa-₹4,500 onwards, 28. Marari Ebin Charlys-₹2,000 onwards, 29. Shalom Beach Residency-₹1,699 onwards, 30. Treebo Tryst Vahada-₹3,006 onwards, ""31. Johnsons Homestay - Ecohouseboat-₹1,310 onwards"", 32. Neela Waters - Beach Home-₹2,500 onwards, 33. Spice Coast Cruises Aleppy - Houseboat-₹25,338 onwards, 34. Marari Adonis Beach Villa-₹2,500 onwards, 35. Xandari Pearl Beach Resort-₹17,000 onwards, 36. Orchid Lake View Homestay-₹2,600 onwards, 37. Xandari Riverscapes-₹38,500 onwards, 38. Marari Nadiya-₹1,500 onwards, 39. Peacock Villa Marari-₹2,500 onwards, 40. Malayalam Lake Resort-₹2,188 onwards, 41. Punnamada Resort-₹7,500 onwards, 42. Kalappura Homestay-₹1,000 onwards, 43. Why Not Houseboat-₹21,000 onwards, ""44. Noels beach homestay-₹2,200 onwards"", 45. Keralan Homestay-₹1,200 onwards, 46. Marari Beach House-₹1,800 onwards, 47. Sunsets and Palm Trees-₹12,500 onwards, 48. Marari Secret Beach Yoga Homestay-₹1,500 onwards, 49. Collection O 81237 Remanso Resort-Enter dates\nto see price, 50. Azure Tides Marari-₹13,500 onwards","1. Kream Korner, 2. Royal Park Hotel, 3. Cafe Katamaran, 4. Thaff, 5. Chakara, 6. Royale Chimney, 7. Le Coffee Time, 8. Halais, 9. Cochin Majlis, 10. Vembanad Restaurant, 11. Harbour Restaurant, 12. Mushroom, 13. Dreamers"
7,Alleppey,"'Munnar, Thekkady, Alleppey, Kovalam', '₹ 28,000*', '6 Nights / 7 Days'","1. Alleppey Beach Garden-₹4,880 onwards, 2. Marari Beach Bungalow-₹9,630 onwards, 3. Flamingo Boutique Villa-₹7,499 onwards, 4. Lemon Dew Beach House-₹1,200 onwards, 5. Ameya Kerala-₹9,915 onwards, 6. Marari Beach Resort - CGH Earth-₹21,779 onwards, 7. Bamboo Lagoon Backwater Front Resort-₹4,000 onwards, 8. Venice Premium Houseboats Alleppey-₹4,450 onwards, 9. Casa Orchid-₹2,000 onwards, 10. Marari Green Villas-₹4,950 onwards, 11. Kalappura Houseboats & Tours-₹15,000 onwards, 12. Snehatheeram Homestay-₹1,800 onwards, 13. Venice Iva Residency-₹2,600 onwards, 14. Alleppey Haven Beach Villa-₹4,900 onwards, 15. Marari Nest Beach Homestay-₹2,800 onwards, 16. Bella Beach Villa-₹1,000 onwards, 17. Marari Coastal Dreams Home Stay-₹1,500 onwards, 18. Beachcampers only for backpackers-₹300 onwards, 19. Venitia Homestay-₹1,289 onwards, 20. Oceana Hills Residency-₹2,088 onwards, 21. Abad Turtle Beach-₹12,500 onwards, ""22. Marari Xaviers Inn-₹2,660 onwards"", 23. Marari PeterLand-₹1,650 onwards, 24. Marari Babu Homestay-₹1,800 onwards, 25. Asthamaya Beach Homestay-₹3,200 onwards, 26. Telma Beach Homestay-₹1,490 onwards, 27. The Mayflower - Heritage Villa-₹4,500 onwards, 28. Marari Ebin Charlys-₹2,000 onwards, 29. Shalom Beach Residency-₹1,699 onwards, 30. Treebo Tryst Vahada-₹3,006 onwards, ""31. Johnsons Homestay - Ecohouseboat-₹1,310 onwards"", 32. Neela Waters - Beach Home-₹2,500 onwards, 33. Spice Coast Cruises Aleppy - Houseboat-₹25,338 onwards, 34. Marari Adonis Beach Villa-₹2,500 onwards, 35. Xandari Pearl Beach Resort-₹17,000 onwards, 36. Orchid Lake View Homestay-₹2,600 onwards, 37. Xandari Riverscapes-₹38,500 onwards, 38. Marari Nadiya-₹1,500 onwards, 39. Peacock Villa Marari-₹2,500 onwards, 40. Malayalam Lake Resort-₹2,188 onwards, 41. Punnamada Resort-₹7,500 onwards, 42. Kalappura Homestay-₹1,000 onwards, 43. Why Not Houseboat-₹21,000 onwards, ""44. Noels beach homestay-₹2,200 onwards"", 45. Keralan Homestay-₹1,200 onwards, 46. Marari Beach House-₹1,800 onwards, 47. Sunsets and Palm Trees-₹12,500 onwards, 48. Marari Secret Beach Yoga Homestay-₹1,500 onwards, 49. Collection O 81237 Remanso Resort-Enter dates\nto see price, 50. Azure Tides Marari-₹13,500 onwards","1. Kream Korner, 2. Royal Park Hotel, 3. Cafe Katamaran, 4. Thaff, 5. Chakara, 6. Royale Chimney, 7. Le Coffee Time, 8. Halais, 9. Cochin Majlis, 10. Vembanad Restaurant, 11. Harbour Restaurant, 12. Mushroom, 13. Dreamers"
8,Alleppey,"'Kochi, Alleppey, Varkala, Kollam', '₹ 20,300*', '7 Nights / 8 Days'","1. Alleppey Beach Garden-₹4,880 onwards, 2. Marari Beach Bungalow-₹9,630 onwards, 3. Flamingo Boutique Villa-₹7,499 onwards, 4. Lemon Dew Beach House-₹1,200 onwards, 5. Ameya Kerala-₹9,915 onwards, 6. Marari Beach Resort - CGH Earth-₹21,779 onwards, 7. Bamboo Lagoon Backwater Front Resort-₹4,000 onwards, 8. Venice Premium Houseboats Alleppey-₹4,450 onwards, 9. Casa Orchid-₹2,000 onwards, 10. Marari Green Villas-₹4,950 onwards, 11. Kalappura Houseboats & Tours-₹15,000 onwards, 12. Snehatheeram Homestay-₹1,800 onwards, 13. Venice Iva Residency-₹2,600 onwards, 14. Alleppey Haven Beach Villa-₹4,900 onwards, 15. Marari Nest Beach Homestay-₹2,800 onwards, 16. Bella Beach Villa-₹1,000 onwards, 17. Marari Coastal Dreams Home Stay-₹1,500 onwards, 18. Beachcampers only for backpackers-₹300 onwards, 19. Venitia Homestay-₹1,289 onwards, 20. Oceana Hills Residency-₹2,088 onwards, 21. Abad Turtle Beach-₹12,500 onwards, ""22. Marari Xaviers Inn-₹2,660 onwards"", 23. Marari PeterLand-₹1,650 onwards, 24. Marari Babu Homestay-₹1,800 onwards, 25. Asthamaya Beach Homestay-₹3,200 onwards, 26. Telma Beach Homestay-₹1,490 onwards, 27. The Mayflower - Heritage Villa-₹4,500 onwards, 28. Marari Ebin Charlys-₹2,000 onwards, 29. Shalom Beach Residency-₹1,699 onwards, 30. Treebo Tryst Vahada-₹3,006 onwards, ""31. Johnsons Homestay - Ecohouseboat-₹1,310 onwards"", 32. Neela Waters - Beach Home-₹2,500 onwards, 33. Spice Coast Cruises Aleppy - Houseboat-₹25,338 onwards, 34. Marari Adonis Beach Villa-₹2,500 onwards, 35. Xandari Pearl Beach Resort-₹17,000 onwards, 36. Orchid Lake View Homestay-₹2,600 onwards, 37. Xandari Riverscapes-₹38,500 onwards, 38. Marari Nadiya-₹1,500 onwards, 39. Peacock Villa Marari-₹2,500 onwards, 40. Malayalam Lake Resort-₹2,188 onwards, 41. Punnamada Resort-₹7,500 onwards, 42. Kalappura Homestay-₹1,000 onwards, 43. Why Not Houseboat-₹21,000 onwards, ""44. Noels beach homestay-₹2,200 onwards"", 45. Keralan Homestay-₹1,200 onwards, 46. Marari Beach House-₹1,800 onwards, 47. Sunsets and Palm Trees-₹12,500 onwards, 48. Marari Secret Beach Yoga Homestay-₹1,500 onwards, 49. Collection O 81237 Remanso Resort-Enter dates\nto see price, 50. Azure Tides Marari-₹13,500 onwards","1. Kream Korner, 2. Royal Park Hotel, 3. Cafe Katamaran, 4. Thaff, 5. Chakara, 6. Royale Chimney, 7. Le Coffee Time, 8. Halais, 9. Cochin Majlis, 10. Vembanad Restaurant, 11. Harbour Restaurant, 12. Mushroom, 13. Dreamers"
